City,Year,Sport,Discipline,Event,Athlete,Gender,Country_Code,Country,Event_gender,Medal
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),"ANDERSSON, Agneta",Women,SWE,Sweden,W,Bronze
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),"GUTSCHE, Torsten Rene",Men,GER,Germany,M,Silver
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),"SCARPA, Daniele",Men,ITA,Italy,M,Gold
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),"GOROBIY, Oleg",Men,RUS,Russia,M,Bronze
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),"KOLONICS, Gyorgy",Men,HUN,Hungary,M,Bronze
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),"WOOD, Anna Maria",Women,AUS,Australia,W,Bronze
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),"TRIM, Andrew Lawrence",Men,AUS,Australia,M,Bronze
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),"PORTWICH, Ramona",Women,GER,Germany,W,Silver
Atlanta,1996,Canoe / Kayak,Canoe / Kayak S,C-1 (canoe single),"POLLERT, Lukas",Men,CZE,Czech Republic,M,Silver
Atlanta,1996,Canoe / Kayak,Canoe / Kayak S,C-2 (canoe double),"SENFT, Michael",Men,GER,Germany,M,Bronze
Atlanta,1996,Canoe / Kayak,Canoe / Kayak S,C-2 (canoe double),"ADISSON, Franck",Men,FRA,France,M,Gold
Atlanta,1996,Canoe / Kayak,Canoe / Kayak S,C-2 (canoe double),"SIMEK, Miroslav",Men,CZE,Czech Republic,M,Silver
Atlanta,1996,Canoe / Kayak,Canoe / Kayak S,K-1 (kayak single),"VEHOVAR, Andraz",Men,SLO,Slovenia,M,Silver
Atlanta,1996,Canoe / Kayak,Canoe / Kayak S,C-1 (canoe single),"MARTIKAN, Michal",Men,SVK,Slovakia,M,Gold
Atlanta,1996,Canoe / Kayak,Canoe / Kayak S,K-1 (kayak single),"FOX-JERUSALMI, Myriam",Women,FRA,France,W,Bronze
Atlanta,1996,Canoe / Kayak,Canoe / Kayak S,C-1 (canoe single),"ESTANGUET, Patrice",Men,FRA,France,M,Bronze
Atlanta,1996,Canoe / Kayak,Canoe / Kayak S,C-2 (canoe double),"EHRENBERG, Andre",Men,GER,Germany,M,Bronze
Atlanta,1996,Canoe / Kayak,Canoe / Kayak S,K-1 (kayak single),"FIX, Oliver",Men,GER,Germany,M,Gold
Atlanta,1996,Canoe / Kayak,Canoe / Kayak S,C-2 (canoe double),"FORGUES, Wilfrid",Men,FRA,France,M,Gold
Atlanta,1996,Canoe / Kayak,Canoe / Kayak S,C-2 (canoe double),"ROHAN, Jiri",Men,CZE,Czech Republic,M,Silver
Atlanta,1996,Canoe / Kayak,Canoe / Kayak S,K-1 (kayak single),"BECKER, Thomas",Men,GER,Germany,M,Bronze
Atlanta,1996,Canoe / Kayak,Canoe / Kayak S,K-1 (kayak single),"HILGERTOVA, Stepanka",Women,CZE,Czech Republic,W,Gold
Atlanta,1996,Canoe / Kayak,Canoe / Kayak S,K-1 (kayak single),"CHLADEK, Dana",Women,USA,United States,W,Silver
Atlanta,1996,Cycling,Cycling Road,individual road race,"CHIAPPA, Imelda",Women,ITA,Italy,W,Silver
Atlanta,1996,Cycling,Cycling Road,individual road race,"RICHARD, Pascal",Men,SUI,Switzerland,M,Gold
Atlanta,1996,Cycling,Cycling Road,individual time trial,"LONGO-CIPRELLI, Jeannie",Women,FRA,France,W,Silver
Atlanta,1996,Cycling,Cycling Road,individual time trial,"INDURAIN, Miguel",Men,ESP,Spain,M,Gold
Atlanta,1996,Cycling,Cycling Road,individual road race,"HUGHES, Clara",Women,CAN,Canada,W,Bronze
Atlanta,1996,Cycling,Cycling Road,individual road race,"SCIANDRI, Max",Men,GBR,United Kingdom,M,Bronze
Atlanta,1996,Cycling,Cycling Road,individual time trial,"OLANO, Abraham",Men,ESP,Spain,M,Silver
Atlanta,1996,Cycling,Cycling Road,individual time trial,"ZABIROVA, Zoulfia",Women,RUS,Russia,W,Gold
Atlanta,1996,Cycling,Cycling Road,individual road race,"LONGO-CIPRELLI, Jeannie",Women,FRA,France,W,Gold
Atlanta,1996,Cycling,Cycling Road,individual time trial,"HUGHES, Clara",Women,CAN,Canada,W,Bronze
Atlanta,1996,Cycling,Cycling Road,individual time trial,"BOARDMAN, Christopher Miles",Men,GBR,United Kingdom,M,Bronze
Atlanta,1996,Cycling,Cycling Road,individual road race,"SOERENSEN, Rolf",Men,DEN,Denmark,M,Silver
Atlanta,1996,Cycling,Cycling Track,points race,"HARINGA, Ingrid",Women,NED,Netherlands,W,Silver
Atlanta,1996,Cycling,Cycling Track,sprint,"HARINGA, Ingrid",Women,NED,Netherlands,W,Bronze
Atlanta,1996,Cycling,Cycling Track,Sprint indivual,"NOTHSTEIN, Marty",Men,USA,United States,M,Silver
Atlanta,1996,Cycling,Cycling Track,points race,"LANCIEN, Nathalie",Women,FRA,France,W,Gold
Atlanta,1996,Cycling,Cycling Track,Individual Pursuit,"MCGEE, Bradley",Men,AUS,Australia,M,Bronze
Atlanta,1996,Cycling,Cycling Track,Points Race,"O'GRADY, Stuart",Men,AUS,Australia,M,Bronze
Atlanta,1996,Cycling,Cycling Track,individual pursuit,"ARNDT, Judith",Women,GER,Germany,W,Bronze
Atlanta,1996,Cycling,Cycling Track,Team Pursuit (4000m),"MCGEE, Bradley",Men,AUS,Australia,M,Bronze
Atlanta,1996,Cycling,Cycling Track,Individual Pursuit,"COLLINELLI, Andrea",Men,ITA,Italy,M,Gold
Atlanta,1996,Cycling,Cycling Track,individual pursuit,"BELLUTTI, Antonella",Women,ITA,Italy,W,Gold
Atlanta,1996,Cycling,Cycling Track,Team Pursuit (4000m),"MOREAU, Francis",Men,FRA,France,M,Gold
Atlanta,1996,Cycling,Cycling Track,Team Pursuit (4000m),"MARKOV, Alexei",Men,RUS,Russia,M,Silver
Atlanta,1996,Cycling,Cycling Track,Team Pursuit (4000m),"KUZNETSOV, Nikolai",Men,RUS,Russia,M,Silver
Atlanta,1996,Cycling,Cycling Track,Sprint indivual,"FIEDLER, Jens",Men,GER,Germany,M,Gold
Atlanta,1996,Cycling,Cycling Track,1km time trial,"HARTWELL, Erin W.",Men,USA,United States,M,Silver
Atlanta,1996,Cycling,Cycling Track,Team Pursuit (4000m),"CHANTYR, Anton",Men,RUS,Russia,M,Silver
Atlanta,1996,Cycling,Cycling Track,individual pursuit,"CLIGNET, Marion",Women,FRA,France,W,Silver
Atlanta,1996,Cycling,Cycling Track,Team Pursuit (4000m),"O'GRADY, Stuart",Men,AUS,Australia,M,Bronze
Atlanta,1996,Cycling,Cycling Track,Team Pursuit (4000m),"CAPELLE, Christophe",Men,FRA,France,M,Gold
Atlanta,1996,Cycling,Cycling Track,Points Race,"MARTINELLO, Silvio",Men,ITA,Italy,M,Gold
Atlanta,1996,Cycling,Cycling Track,Sprint indivual,"HARNETT, Curtis",Men,CAN,Canada,M,Bronze
Atlanta,1996,Cycling,Cycling Track,Team Pursuit (4000m),"MONIN, Jean-Michel",Men,FRA,France,M,Gold
Atlanta,1996,Cycling,Cycling Track,1km time trial,"JUMONJI, Takanobu",Men,JPN,Japan,M,Bronze
Atlanta,1996,Cycling,Cycling Track,Team Pursuit (4000m),"O'SHANNESSEY, Timothy",Men,AUS,Australia,M,Bronze
Atlanta,1996,Cycling,Cycling Track,sprint,"BALLANGER, Felicia",Women,FRA,France,W,Gold
Atlanta,1996,Cycling,Cycling Track,Individual Pursuit,"ERMENAULT, Philippe",Men,FRA,France,M,Silver
Atlanta,1996,Cycling,Cycling Track,Team Pursuit (4000m),"ERMENAULT, Philippe",Men,FRA,France,M,Gold
Atlanta,1996,Cycling,Cycling Track,points race,"TYLER SHARMAN, Lucy",Women,AUS,Australia,W,Bronze
Atlanta,1996,Cycling,Cycling Track,Points Race,"WALTON, Brian",Men,CAN,Canada,M,Silver
Atlanta,1996,Cycling,Cycling Track,sprint,"FERRIS, Michelle",Women,AUS,Australia,W,Silver
Atlanta,1996,Cycling,Cycling Track,1km time trial,"ROUSSEAU, Florian",Men,FRA,France,M,Gold
Atlanta,1996,Cycling,Cycling Track,Team Pursuit (4000m),"WOODS, Dean",Men,AUS,Australia,M,Bronze
Atlanta,1996,Cycling,Cycling Track,Team Pursuit (4000m),"AITKEN, Brett",Men,AUS,Australia,M,Bronze
Atlanta,1996,Cycling,Cycling Track,Team Pursuit (4000m),"GRITSUN, Eduard",Men,RUS,Russia,M,Silver
Atlanta,1996,Cycling,Mountain Bike,cross-country,"DEMATTEI, Susan",Women,USA,United States,W,Bronze
Atlanta,1996,Cycling,Mountain Bike,cross-country,"BRENTJENS, Bart",Men,NED,Netherlands,M,Gold
Atlanta,1996,Cycling,Mountain Bike,cross-country,"MARTINEZ, Miguel",Men,FRA,France,M,Bronze
Atlanta,1996,Cycling,Mountain Bike,cross-country,"SYDOR, Alison",Women,CAN,Canada,W,Silver
Atlanta,1996,Cycling,Mountain Bike,cross-country,"FRISCHKNECHT, Thomas",Men,SUI,Switzerland,M,Silver
Atlanta,1996,Cycling,Mountain Bike,cross-country,"PEZZO, Paola",Women,ITA,Italy,W,Gold
Atlanta,1996,Equestrian,Dressage,team,"TEODORESCU, Monica",Women,GER,Germany,X,Gold
Atlanta,1996,Equestrian,Dressage,team,"SCHAUDT, Martin",Men,GER,Germany,X,Gold
Atlanta,1996,Equestrian,Dressage,team,"VAN GRUNSVEN, Anky",Women,NED,Netherlands,X,Silver
Atlanta,1996,Equestrian,Dressage,team,"BARTELS DE VRIES, Maria Anna",Women,NED,Netherlands,X,Silver
Atlanta,1996,Equestrian,Dressage,team,"SEIDEL, Guenter",Men,USA,United States,X,Bronze
Atlanta,1996,Equestrian,Dressage,individual,"ROTHENBERGER, Sven",Men,NED,Netherlands,X,Bronze
Atlanta,1996,Equestrian,Dressage,team,"PETERS, Steffen",Women,USA,United States,X,Bronze
Atlanta,1996,Equestrian,Dressage,individual,"WERTH, Isabell",Women,GER,Germany,X,Gold
Atlanta,1996,Equestrian,Dressage,individual,"VAN GRUNSVEN, Anky",Women,NED,Netherlands,X,Silver
Atlanta,1996,Equestrian,Dressage,team,"ROTHENBERGER, Sven",Men,NED,Netherlands,X,Silver
Atlanta,1996,Equestrian,Dressage,team,"GIBSON, Michelle",Women,USA,United States,X,Bronze
Atlanta,1996,Equestrian,Dressage,team,"DOVER, Robert Jeffrey",Men,USA,United States,X,Bronze
Atlanta,1996,Equestrian,Dressage,team,"BALKENHOL, Klaus",Men,GER,Germany,X,Gold
Atlanta,1996,Equestrian,Dressage,team,"ROTHENBERGER, Gonnelien",Women,NED,Netherlands,X,Silver
Atlanta,1996,Equestrian,Dressage,team,"WERTH, Isabell",Women,GER,Germany,X,Gold
Atlanta,1996,Equestrian,Eventing,individual,"MILLIKIN, Kerry",Women,USA,United States,X,Bronze
Atlanta,1996,Equestrian,Eventing,team,"O'CONNOR, Karen",Women,USA,United States,X,Silver
Atlanta,1996,Equestrian,Eventing,team,"NICHOLSON, Andrew",Men,NZL,New Zealand,X,Bronze
Atlanta,1996,Equestrian,Eventing,team,"ROLTON, Gillian",Women,AUS,Australia,X,Gold
Atlanta,1996,Equestrian,Eventing,individual,"TAIT, Blyth",Men,NZL,New Zealand,X,Gold
Atlanta,1996,Equestrian,Eventing,team,"HOY, Andrew",Men,AUS,Australia,X,Gold
Atlanta,1996,Equestrian,Eventing,team,"JEFFERIS, Vaughn",Men,NZL,New Zealand,X,Bronze
Atlanta,1996,Equestrian,Eventing,team,"DUTTON, Phillip",Men,AUS,Australia,X,Gold
Atlanta,1996,Equestrian,Eventing,team,"LATTA, Victoria Jean",Women,NZL,New Zealand,X,Bronze
Atlanta,1996,Equestrian,Eventing,team,"TAIT, Blyth",Men,NZL,New Zealand,X,Bronze
Atlanta,1996,Equestrian,Eventing,team,"HENNEBERG, Jill",Women,USA,United States,X,Silver
Atlanta,1996,Equestrian,Eventing,individual,"CLARK, Sally",Women,NZL,New Zealand,X,Silver
Atlanta,1996,Equestrian,Eventing,team,"SCHAEFFER, Wendy",Women,AUS,Australia,X,Gold
Atlanta,1996,Equestrian,Eventing,team,"O'CONNOR, David",Men,USA,United States,X,Silver
Atlanta,1996,Equestrian,Eventing,team,"DAVIDSON, Bruce Oram",Men,USA,United States,X,Silver
Atlanta,1996,Equestrian,Jumping,team,"MATZ, Michael",Men,USA,United States,X,Silver
Atlanta,1996,Equestrian,Jumping,team,"BEERBAUM, Ludger",Men,GER,Germany,X,Gold
Atlanta,1996,Equestrian,Jumping,team,"LEONE, Peter",Men,USA,United States,X,Silver
Atlanta,1996,Equestrian,Jumping,individual,"MELLIGER, Wilhelm",Men,SUI,Switzerland,X,Silver
Atlanta,1996,Equestrian,Jumping,individual,"KIRCHHOFF, Ulrich",Men,GER,Germany,X,Gold
Atlanta,1996,Equestrian,Jumping,team,"SLOOTHAAK, Franke",Men,GER,Germany,X,Gold
Atlanta,1996,Equestrian,Jumping,individual,"LEDERMANN, Alexandra",Women,FRA,France,X,Bronze
Atlanta,1996,Equestrian,Jumping,team,"NIEBERG, Lars",Men,GER,Germany,X,Gold
Atlanta,1996,Equestrian,Jumping,team,"MIRANDA NETO, Alvaro",Men,BRA,Brazil,X,Bronze
Atlanta,1996,Equestrian,Jumping,team,"PESSOA, Rodrigo",Men,BRA,Brazil,X,Bronze
Atlanta,1996,Equestrian,Jumping,team,"JOHANNPETER, Andre",Men,BRA,Brazil,X,Bronze
Atlanta,1996,Equestrian,Jumping,team,"BURR-HOWARD, Leslie Michele",Women,USA,United States,X,Silver
Atlanta,1996,Equestrian,Jumping,team,"AZEVEDO, Luiz Felipe",Men,BRA,Brazil,X,Bronze
Atlanta,1996,Equestrian,Jumping,team,"KURSINSKI, Anne Kindig",Women,USA,United States,X,Silver
Atlanta,1996,Equestrian,Jumping,team,"KIRCHHOFF, Ulrich",Men,GER,Germany,X,Gold
Atlanta,1996,Fencing,Fencing,foil team,"KRZESINSKI, Adam",Men,POL,Poland,M,Silver
Atlanta,1996,Fencing,Fencing,foil team,"SHEVCHENKO, Dmitri",Men,RUS,Russia,M,Gold
Atlanta,1996,Fencing,Fencing,foil team,"GREGORY, Elvis",Men,CUB,Cuba,M,Bronze
Atlanta,1996,Fencing,Fencing,foil team,"CARLESCU BADEA, Laura Gabriela",Women,ROU,Romania,W,Silver
Atlanta,1996,Fencing,Fencing,sabre team,"POZDNYAKOV, Stanislav",Men,RUS,Russia,M,Gold
Atlanta,1996,Fencing,Fencing,épée individual,"TREVEJO, Ivan",Men,CUB,Cuba,M,Silver
Atlanta,1996,Fencing,Fencing,sabre team,"KOVES, Csaba",Men,HUN,Hungary,M,Silver
Atlanta,1996,Fencing,Fencing,épée individual,"SZALAY HORVATHNE, Gyoengyi",Women,HUN,Hungary,W,Bronze
Atlanta,1996,Fencing,Fencing,épée individual,"BARLOIS, Valerie",Women,FRA,France,W,Silver
Atlanta,1996,Fencing,Fencing,foil team,"MAMEDOV, Ilgar",Men,RUS,Russia,M,Gold
Atlanta,1996,Fencing,Fencing,épée team,"BARLOIS, Valerie",Women,FRA,France,W,Gold
Atlanta,1996,Fencing,Fencing,foil individual,"PLUMENAIL, Lionel",Men,FRA,France,M,Silver
Atlanta,1996,Fencing,Fencing,épée team,"CUOMO, Sandro",Men,ITA,Italy,M,Gold
Atlanta,1996,Fencing,Fencing,épée team,"MORESEE-PICHOT, Sophie",Women,FRA,France,W,Gold
Atlanta,1996,Fencing,Fencing,sabre individual,"TOUYA, Damien",Men,FRA,France,M,Bronze
Atlanta,1996,Fencing,Fencing,épée team,"BEKETOV, Aleksandr",Men,RUS,Russia,M,Silver
Atlanta,1996,Fencing,Fencing,foil team,"BORTOLOZZI BORELLA, Francesca",Women,ITA,Italy,W,Gold
Atlanta,1996,Fencing,Fencing,foil individual,"VEZZALI, Valentina",Women,ITA,Italy,W,Silver
Atlanta,1996,Fencing,Fencing,foil individual,"CARLESCU BADEA, Laura Gabriela",Women,ROU,Romania,W,Gold
Atlanta,1996,Fencing,Fencing,foil team,"TRILLINI, Giovanna",Women,ITA,Italy,W,Gold
Atlanta,1996,Fencing,Fencing,sabre team,"SZABO, Bence",Men,HUN,Hungary,M,Silver
Atlanta,1996,Fencing,Fencing,foil team,"PAVLOVICH, Vladislav",Men,RUS,Russia,M,Gold
Atlanta,1996,Fencing,Fencing,épée team,"MAZZONI, Angelo",Men,ITA,Italy,M,Gold
Atlanta,1996,Fencing,Fencing,épée team,"FLESSEL-COLOVIC, Laura",Women,FRA,France,W,Gold
Atlanta,1996,Fencing,Fencing,épée team,"RANDAZZO, Maurizio",Men,ITA,Italy,M,Gold
Atlanta,1996,Fencing,Fencing,foil individual,"PUCCINI, Alessandro",Men,ITA,Italy,M,Gold
Atlanta,1996,Fencing,Fencing,épée team,"ZALAFFI, Margherita",Women,ITA,Italy,W,Silver
Atlanta,1996,Fencing,Fencing,foil team,"BAU, Sabine Christiane",Women,GER,Germany,W,Bronze
Atlanta,1996,Fencing,Fencing,sabre team,"TARANTINO, Luigi",Men,ITA,Italy,M,Bronze
Atlanta,1996,Fencing,Fencing,épée team,"SRECKI, Eric",Men,FRA,France,M,Bronze
Atlanta,1996,Fencing,Fencing,épée team,"AZNAVOURIAN, Karina",Women,RUS,Russia,W,Bronze
Atlanta,1996,Fencing,Fencing,foil team,"KIELPIKOWSKI, Piotr",Men,POL,Poland,M,Silver
Atlanta,1996,Fencing,Fencing,foil team,"FICHTEL-MAURITZ, Anja",Women,GER,Germany,W,Bronze
Atlanta,1996,Fencing,Fencing,sabre individual,"POZDNYAKOV, Stanislav",Men,RUS,Russia,M,Gold
Atlanta,1996,Fencing,Fencing,épée team,"UGA, Elisa",Women,ITA,Italy,W,Silver
Atlanta,1996,Fencing,Fencing,épée team,"KOLOBKOV, Pavel",Men,RUS,Russia,M,Silver
Atlanta,1996,Fencing,Fencing,sabre team,"KIRIYENKO, Grigorii",Men,RUS,Russia,M,Gold
Atlanta,1996,Fencing,Fencing,foil team,"SOBCZAK, Ryszard",Men,POL,Poland,M,Silver
Atlanta,1996,Fencing,Fencing,sabre individual,"CHARIKOV, Serguei",Men,RUS,Russia,M,Silver
Atlanta,1996,Fencing,Fencing,foil team,"VEZZALI, Valentina",Women,ITA,Italy,W,Gold
Atlanta,1996,Fencing,Fencing,épée team,"HENRY, Jean-Michel",Men,FRA,France,M,Bronze
Atlanta,1996,Fencing,Fencing,épée team,"ZAKHAREVITCH, Valeri",Men,RUS,Russia,M,Silver
Atlanta,1996,Fencing,Fencing,sabre team,"NAVARRETE, Jozsef",Men,HUN,Hungary,M,Silver
Atlanta,1996,Fencing,Fencing,foil team,"GARCIA PEREZ, Oscar",Men,CUB,Cuba,M,Bronze
Atlanta,1996,Fencing,Fencing,épée individual,"IMRE, Geza",Men,HUN,Hungary,M,Bronze
Atlanta,1996,Fencing,Fencing,épée individual,"FLESSEL-COLOVIC, Laura",Women,FRA,France,W,Gold
Atlanta,1996,Fencing,Fencing,foil team,"SCARLAT, Roxana",Women,ROU,Romania,W,Silver
Atlanta,1996,Fencing,Fencing,foil team,"TUCKER LEON, Rolando Samuel",Men,CUB,Cuba,M,Bronze
Atlanta,1996,Fencing,Fencing,foil individual,"BOIDIN, Franck",Men,FRA,France,M,Bronze
Atlanta,1996,Fencing,Fencing,foil team,"SZABO-LAZAR, Reka Zsofia",Women,ROU,Romania,W,Silver
Atlanta,1996,Fencing,Fencing,sabre team,"CASERTA, Raffaello",Men,ITA,Italy,M,Bronze
Atlanta,1996,Fencing,Fencing,sabre team,"TERENZI, Tonhi",Men,ITA,Italy,M,Bronze
Atlanta,1996,Fencing,Fencing,épée team,"MAZINA, Mariya",Women,RUS,Russia,W,Bronze
Atlanta,1996,Fencing,Fencing,foil individual,"TRILLINI, Giovanna",Women,ITA,Italy,W,Bronze
Atlanta,1996,Fencing,Fencing,sabre team,"CHARIKOV, Serguei",Men,RUS,Russia,M,Gold
Atlanta,1996,Fencing,Fencing,épée team,"LEROUX, Robert",Men,FRA,France,M,Bronze
Atlanta,1996,Fencing,Fencing,épée team,"GARAYEVA, Yuliya",Women,RUS,Russia,W,Bronze
Atlanta,1996,Fencing,Fencing,épée individual,"BEKETOV, Aleksandr",Men,RUS,Russia,M,Gold
Atlanta,1996,Fencing,Fencing,épée team,"CHIESA, Laura",Women,ITA,Italy,W,Silver
Atlanta,1996,Fencing,Fencing,foil team,"WEBER-KOSZTO, Monika",Women,GER,Germany,W,Bronze
Atlanta,1996,Football,Football,football,LUIZAO,Men,BRA,Brazil,M,Bronze
Atlanta,1996,Football,Football,football,AMARAL,Men,BRA,Brazil,M,Bronze
Atlanta,1996,Football,Football,football,"OLISEH, Sunday",Men,NGR,Nigeria,M,Gold
Atlanta,1996,Football,Football,football,DANRLEI,Men,BRA,Brazil,M,Bronze
Atlanta,1996,Football,Football,football,"VENTURINI, Tisha",Women,USA,United States,W,Gold
Atlanta,1996,Football,Football,football,"GUIARO, RONALDO",Men,BRA,Brazil,M,Bronze
Atlanta,1996,Football,Football,football,"WANG, Liping",Women,CHN,China,W,Silver
Atlanta,1996,Football,Football,football,"LIU, Ying",Women,CHN,China,W,Silver
Atlanta,1996,Football,Football,football,"OKOCHA, Augustine",Men,NGR,Nigeria,M,Gold
Atlanta,1996,Football,Football,football,"ORUMA, Wilson",Men,NGR,Nigeria,M,Gold
Atlanta,1996,Football,Football,football,"OBARAKU, Mobi",Men,NGR,Nigeria,M,Gold
Atlanta,1996,Football,Football,football,"ZHONG, Honglian",Women,CHN,China,W,Silver
Atlanta,1996,Football,Football,football,"ZHAO, Lihong",Women,CHN,China,W,Silver
Atlanta,1996,Football,Football,football,"FRUSTOL, Tone Gunn",Women,NOR,Norway,W,Bronze
Atlanta,1996,Football,Football,football,"SCURRY, Briana",Women,USA,United States,W,Gold
Atlanta,1996,Football,Football,football,"OVERBECK, Carla",Women,USA,United States,W,Gold
Atlanta,1996,Football,Football,football,"MORALES, Hugo",Men,ARG,Argentina,M,Silver
Atlanta,1996,Football,Football,football,"FATUSI, Teslim",Men,NGR,Nigeria,M,Gold
Atlanta,1996,Football,Football,football,FLAVIO CONCEICAO,Men,BRA,Brazil,M,Bronze
Atlanta,1996,Football,Football,football,"CHASTAIN, Brandi",Women,USA,United States,W,Gold
Atlanta,1996,Football,Football,football,"ALMEYDA, Matias",Men,ARG,Argentina,M,Silver
Atlanta,1996,Football,Football,football,"LILLY, Kristine",Women,USA,United States,W,Gold
Atlanta,1996,Football,Football,football,"OBIEKWU, Kingsley",Men,NGR,Nigeria,M,Gold
Atlanta,1996,Football,Football,football,"CARLSEN, Agnete",Women,NOR,Norway,W,Bronze
Atlanta,1996,Football,Football,football,ZE MARIA,Men,BRA,Brazil,M,Bronze
Atlanta,1996,Football,Football,football,"NYMARK ANDERSEN, Nina",Women,NOR,Norway,W,Bronze
Atlanta,1996,Football,Football,football,"AMUNIKE, Emmanuel",Men,NGR,Nigeria,M,Gold
Atlanta,1996,Football,Football,football,"CAVALLERO, Pablo",Men,ARG,Argentina,M,Silver
Atlanta,1996,Football,Football,football,"SHUI, Qingxia",Women,CHN,China,W,Silver
Atlanta,1996,Football,Football,football,"CHAMOT, Jose Antonio",Men,ARG,Argentina,M,Silver
Atlanta,1996,Football,Football,football,"OBAFEMI, Abiodon",Men,NGR,Nigeria,M,Gold
Atlanta,1996,Football,Football,football,"GAO, Hong",Women,CHN,China,W,Silver
Atlanta,1996,Football,Football,football,"AMOKACHI, Daniel",Men,NGR,Nigeria,M,Gold
Atlanta,1996,Football,Football,football,DIDA,Men,BRA,Brazil,M,Bronze
Atlanta,1996,Football,Football,football,"ROBERTS, Tiffany",Women,USA,United States,W,Gold
Atlanta,1996,Football,Football,football,"ORTEGA, Ariel",Men,ARG,Argentina,M,Silver
Atlanta,1996,Football,Football,football,MARCELINHO PAULISTA,Men,BRA,Brazil,M,Bronze
Atlanta,1996,Football,Football,football,"IKPEBA, Victor",Men,NGR,Nigeria,M,Gold
Atlanta,1996,Football,Football,football,"RIISE, Hege",Women,NOR,Norway,W,Bronze
Atlanta,1996,Football,Football,football,"RONALDO, Ronaldo Luis Nazario de LIMA",Men,BRA,Brazil,M,Bronze
Atlanta,1996,Football,Football,football,NARCISO,Men,BRA,Brazil,M,Bronze
Atlanta,1996,Football,Football,football,"KANU, Nwankwo",Men,NGR,Nigeria,M,Gold
Atlanta,1996,Football,Football,football,"LAWAL, Garba",Men,NGR,Nigeria,M,Gold
Atlanta,1996,Football,Football,football,"DOSU, Joseph",Men,NGR,Nigeria,M,Gold
Atlanta,1996,Football,Football,football,"BABAYARO, Celestine",Men,NGR,Nigeria,M,Gold
Atlanta,1996,Football,Football,football,"YU, Hongqi",Women,CHN,China,W,Silver
Atlanta,1996,Football,Football,football,"LIU, Ailing",Women,CHN,China,W,Silver
Atlanta,1996,Football,Football,football,"AYALA, Roberto",Men,ARG,Argentina,M,Silver
Atlanta,1996,Football,Football,football,SAVIO,Men,BRA,Brazil,M,Bronze
Atlanta,1996,Football,Football,football,"BABAYARO, Emmanuel",Men,NGR,Nigeria,M,Gold
Atlanta,1996,Football,Football,football,"MACMILLAN, Shannon",Women,USA,United States,W,Gold
Atlanta,1996,Football,Football,football,"MYKLEBUST, Merete",Women,NOR,Norway,W,Bronze
Atlanta,1996,Football,Football,football,"WILSON, Staci",Women,USA,United States,W,Gold
Atlanta,1996,Football,Football,football,"BEBETO, Jose Roberto",Men,BRA,Brazil,M,Bronze
Atlanta,1996,Football,Football,football,"SENSINI, Roberto",Men,ARG,Argentina,M,Silver
Atlanta,1996,Football,Football,football,"DELGADO, Marcelo",Men,ARG,Argentina,M,Silver
Atlanta,1996,Football,Football,football,"FAWCETT, Joy",Women,USA,United States,W,Gold
Atlanta,1996,Football,Football,football,ANDRE LUIZ,Men,BRA,Brazil,M,Bronze
Atlanta,1996,Football,Football,football,"GALLARDO, Marcelo",Men,ARG,Argentina,M,Silver
Atlanta,1996,Football,Football,football,"SANDAUNE, Brit",Women,NOR,Norway,W,Bronze
Atlanta,1996,Football,Football,football,"AKERS, Michelle",Women,USA,United States,W,Gold
Atlanta,1996,Football,Football,football,"XIE, Huilin",Women,CHN,China,W,Silver
Atlanta,1996,Football,Football,football,"WEST, Taribo",Men,NGR,Nigeria,M,Gold
Atlanta,1996,Football,Football,football,"ESPESETH, Gro",Women,NOR,Norway,W,Bronze
Atlanta,1996,Football,Football,football,ALDAIR,Men,BRA,Brazil,M,Bronze
Atlanta,1996,Football,Football,football,"AARONES, Ann Kristin",Women,NOR,Norway,W,Bronze
Atlanta,1996,Football,Football,football,"CRESPO, Hernan",Men,ARG,Argentina,M,Silver
Atlanta,1996,Football,Football,football,"GABARRA, Carin",Women,USA,United States,W,Gold
Atlanta,1996,Football,Football,football,"SUN, Qingmei",Women,CHN,China,W,Silver
Atlanta,1996,Football,Football,football,"SVENSSON, Tina",Women,NOR,Norway,W,Bronze
Atlanta,1996,Football,Football,football,"HAMM, Mia",Women,USA,United States,W,Gold
Atlanta,1996,Football,Football,football,"FOUDY, Julie",Women,USA,United States,W,Gold
Atlanta,1996,Football,Football,football,"PINEDA, Hector",Men,ARG,Argentina,M,Silver
Atlanta,1996,Football,Football,football,RIVALDO,Men,BRA,Brazil,M,Bronze
Atlanta,1996,Football,Football,football,"PARLOW, Cindy",Women,USA,United States,W,Gold
Atlanta,1996,Football,Football,football,ZE ELIAS,Men,BRA,Brazil,M,Bronze
